client_id,age,gender,driving_experience,car_model,year_of_manufacture,car_usage,annual_mileage,location,has_caused_accident,num_of_accidents,vehicle_value,risk_level
CL0668,24,Female,3,Nissan Note,2013,Commercial,45710,Eldoret,No,0,1058981,Low
CL0669,34,Male,10,Toyota Prado,2007,PSV,25935,Kakamega,No,0,4215929,Low
CL0670,54,Male,32,Toyota Hiace,2014,Personal,29275,Nakuru,No,0,4402908,Low
CL0671,33,Female,13,Honda Fit,2012,Commercial,43722,Nakuru,No,0,1297057,Low
CL0672,29,Male,10,Honda Fit,2016,Personal,46046,Kisumu,No,0,3935088,Low
CL0673,67,Male,46,Isuzu NQR,2022,Commercial,17485,Nairobi,No,0,2482847,Low
CL0674,64,Female,44,Isuzu NQR,2010,Personal,22226,Nakuru,Yes,1,2357596,Medium
CL0675,62,Male,41,Toyota Premio,2018,PSV,10922,Eldoret,Yes,2,4636725,High
CL0676,32,Male,8,Subaru Impreza,2008,Personal,34031,Kakamega,Yes,1,4295830,Medium
CL0677,37,Male,18,Toyota Hiace,2009,Personal,32867,Kakamega,No,0,1434048,Low
CL0678,18,Female,0,Mazda Demio,2010,Personal,25228,Mombasa,No,0,1700532,Low
CL0679,32,Male,10,Subaru Impreza,2018,Commercial,43457,Kakamega,Yes,1,2944975,Medium
CL0680,63,Female,43,Toyota Prado,2012,Commercial,42510,Nakuru,No,0,2949308,Low
CL0681,30,Male,7,Honda Fit,2022,Personal,42001,Nakuru,No,0,4631146,Low
CL0682,55,Female,35,Mazda Demio,2016,PSV,43724,Eldoret,No,0,1088574,Low
CL0683,27,Female,7,Mazda Demio,2017,PSV,33386,Kisumu,Yes,2,4149886,High
CL0684,30,Female,12,Toyota Hiace,2007,Personal,20698,Kakamega,No,0,2798354,Low
CL0685,47,Female,23,Isuzu NQR,2020,Personal,16644,Kisumu,Yes,3,1006453,High
CL0686,41,Female,22,Honda Fit,2021,Personal,27375,Nakuru,Yes,4,2055811,High
CL0687,60,Male,41,Nissan Note,2007,Personal,31188,Kisumu,No,0,4790697,Low
CL0688,21,Female,0,Mazda Demio,2015,Personal,46289,Mombasa,Yes,2,2070889,High
CL0689,37,Female,17,Toyota Prado,2015,PSV,15741,Nakuru,Yes,1,2184449,Medium
CL0690,22,Male,0,Toyota Hiace,2009,Commercial,32164,Thika,No,0,3288107,Low
CL0691,66,Female,47,Mazda Demio,2010,PSV,24232,Thika,Yes,4,918829,High
CL0692,35,Female,15,Toyota Hiace,2022,Personal,17031,Thika,No,0,1727222,Low
CL0693,61,Female,39,Nissan Note,2013,Personal,10570,Thika,Yes,3,1365256,High
CL0694,36,Female,18,Nissan Note,2011,Commercial,49104,Thika,No,0,4973447,Low
CL0695,39,Male,20,Toyota Vitz,2019,Personal,31133,Kakamega,Yes,2,749265,High
CL0696,60,Male,36,Toyota Premio,2016,Personal,44087,Eldoret,No,0,828821,Low
CL0697,55,Male,35,Toyota Prado,2017,Personal,29404,Thika,No,0,2713697,Low
CL0698,55,Male,36,Toyota Premio,2008,Personal,33989,Nakuru,No,0,1918826,Low
CL0699,57,Female,37,Isuzu NQR,2012,Personal,33513,Nakuru,No,0,2995389,Low
CL0700,37,Female,16,Toyota Hiace,2020,Personal,35517,Nairobi,No,0,4117597,Low
CL0701,33,Female,11,Toyota Premio,2019,Personal,32615,Nakuru,No,0,1447272,Low
CL0702,37,Female,15,Toyota Vitz,2014,PSV,26848,Nairobi,No,0,3619734,Low
CL0703,32,Female,8,Nissan Note,2018,Personal,24715,Nairobi,No,0,3121158,Low
CL0704,29,Male,11,Toyota Prado,2021,Personal,45903,Nakuru,Yes,1,2498173,Medium
CL0705,63,Female,43,Isuzu NQR,2006,PSV,32449,Kakamega,Yes,1,1369446,Medium
CL0706,51,Female,31,Subaru Impreza,2022,PSV,42101,Eldoret,Yes,4,4697079,High
CL0707,54,Female,33,Subaru Forester,2007,Personal,36616,Thika,Yes,4,4642887,High
CL0708,57,Male,37,Mazda Demio,2018,Commercial,35479,Kakamega,Yes,1,4609404,Medium
CL0709,27,Male,3,Toyota Premio,2021,Personal,27420,Eldoret,No,0,778495,Low
CL0710,43,Female,20,Honda Fit,2008,Commercial,48225,Eldoret,Yes,4,4143327,High
CL0711,40,Male,17,Toyota Premio,2006,Commercial,33926,Mombasa,No,0,4401403,Low
CL0712,22,Male,0,Toyota Hiace,2014,PSV,11447,Thika,Yes,4,4320671,High
CL0713,61,Female,40,Subaru Forester,2021,Personal,29520,Nakuru,No,0,3075606,Low
CL0714,59,Male,41,Toyota Prado,2014,Personal,37413,Kakamega,Yes,1,2203820,Medium
CL0715,35,Female,15,Mazda Demio,2016,Personal,18080,Nairobi,Yes,1,4257454,Medium
CL0716,32,Female,8,Toyota Vitz,2011,Commercial,45871,Thika,No,0,4139688,Low
CL0717,43,Male,23,Nissan Note,2022,PSV,24031,Nairobi,No,0,2138846,Low
CL0718,55,Male,35,Subaru Forester,2011,Personal,41480,Kakamega,No,0,2302466,Low
CL0719,33,Female,9,Subaru Impreza,2011,PSV,42954,Mombasa,No,0,3627640,Low
CL0720,57,Male,35,Subaru Forester,2017,PSV,12032,Thika,No,0,2143909,Low
CL0721,43,Female,20,Honda Fit,2008,Commercial,32523,Mombasa,No,0,3429735,Low
CL0722,49,Male,29,Toyota Vitz,2010,Commercial,13262,Kisumu,No,0,2926277,Low
CL0723,47,Male,27,Subaru Impreza,2007,PSV,39932,Mombasa,No,0,1817621,Low
CL0724,39,Male,17,Isuzu NQR,2010,Commercial,16855,Kakamega,No,0,1239574,Low
CL0725,23,Female,0,Isuzu NQR,2007,Personal,37529,Thika,No,0,1372834,Low
CL0726,29,Female,11,Toyota Hiace,2009,PSV,29800,Mombasa,Yes,1,3476030,Medium
CL0727,37,Female,13,Toyota Vitz,2008,PSV,25916,Eldoret,No,0,3386569,Low
CL0728,37,Male,16,Subaru Forester,2017,Commercial,10336,Eldoret,Yes,3,1730796,High
CL0729,25,Male,6,Subaru Forester,2017,PSV,21949,Kakamega,Yes,1,2933351,Medium
CL0730,43,Male,19,Subaru Impreza,2017,Personal,34486,Kisumu,No,0,2973188,Low
CL0731,42,Male,20,Honda Fit,2020,Commercial,27270,Kakamega,No,0,4525345,Low
CL0732,34,Male,11,Honda Fit,2011,PSV,38684,Kisumu,No,0,3957521,Low
CL0733,47,Male,28,Subaru Impreza,2017,Personal,39866,Kisumu,Yes,1,2779023,Medium
CL0734,57,Female,37,Isuzu NQR,2019,PSV,39896,Nairobi,No,0,879593,Low
CL0735,40,Male,19,Subaru Impreza,2005,Personal,11848,Eldoret,No,0,3414611,Low
CL0736,64,Female,46,Toyota Vitz,2016,Commercial,45554,Nakuru,Yes,1,3321839,Medium
CL0737,32,Female,11,Subaru Impreza,2005,Personal,29692,Nairobi,No,0,1637613,Low
CL0738,25,Female,5,Toyota Vitz,2016,Personal,35920,Nakuru,Yes,1,3354119,Medium
CL0739,68,Female,48,Honda Fit,2011,Personal,32800,Kisumu,No,0,3099327,Low
CL0740,38,Female,16,Honda Fit,2012,Personal,38054,Thika,No,0,3093157,Low
CL0741,55,Male,33,Subaru Forester,2017,Commercial,10191,Mombasa,No,0,717314,Low
CL0742,41,Female,23,Nissan Note,2006,Personal,35662,Kisumu,No,0,2576775,Low
CL0743,45,Female,25,Mazda Demio,2021,PSV,19221,Mombasa,Yes,1,3788210,Medium
CL0744,45,Male,26,Nissan Note,2010,PSV,21382,Kisumu,No,0,578116,Low
CL0745,21,Female,0,Mazda Demio,2021,PSV,21939,Kakamega,No,0,2517337,Low
CL0746,49,Male,31,Isuzu NQR,2013,PSV,44019,Mombasa,No,0,920539,Low
CL0747,52,Female,29,Subaru Forester,2012,Commercial,40391,Mombasa,No,0,3022919,Low
CL0748,29,Female,10,Subaru Impreza,2008,Personal,30389,Kisumu,Yes,4,4031674,High
CL0749,41,Male,17,Honda Fit,2018,PSV,20988,Kakamega,Yes,3,2926105,High
CL0750,59,Female,41,Isuzu NQR,2012,PSV,41954,Kisumu,Yes,1,770146,Medium
CL0751,20,Female,1,Subaru Forester,2020,Personal,27570,Kisumu,No,0,4972089,Low
CL0752,40,Female,16,Subaru Forester,2022,Commercial,49763,Mombasa,Yes,1,4675318,Medium
CL0753,65,Female,41,Isuzu NQR,2020,Personal,36177,Eldoret,No,0,4961213,Low
CL0754,38,Female,20,Mazda Demio,2021,Commercial,10627,Thika,Yes,1,3723253,Medium
CL0755,50,Female,29,Subaru Forester,2010,Personal,48652,Kisumu,No,0,3214766,Low
CL0756,63,Female,42,Mazda Demio,2019,PSV,35901,Kisumu,No,0,1973300,Low
CL0757,22,Male,0,Subaru Forester,2021,Personal,39546,Nakuru,Yes,1,1392015,Medium
CL0758,40,Male,19,Toyota Vitz,2022,Personal,22948,Thika,No,0,3371259,Low
CL0759,57,Female,33,Toyota Prado,2007,PSV,20377,Kakamega,No,0,3175032,Low
CL0760,25,Female,1,Subaru Impreza,2015,PSV,14668,Thika,Yes,2,3469791,High
CL0761,54,Female,34,Nissan Note,2017,Commercial,30316,Kisumu,No,0,4055912,Low
CL0762,19,Male,1,Mazda Demio,2012,Commercial,24011,Mombasa,No,0,2709821,Low
CL0763,61,Female,40,Honda Fit,2011,Personal,44393,Eldoret,No,0,2345964,Low
CL0764,45,Female,26,Subaru Forester,2013,PSV,41417,Nakuru,Yes,2,2505534,High
CL0765,39,Female,17,Toyota Vitz,2019,Personal,28816,Kakamega,Yes,3,4386912,High
CL0766,59,Female,37,Toyota Vitz,2019,Commercial,19424,Thika,No,0,1650997,Low
CL0767,62,Male,39,Subaru Impreza,2019,Personal,47392,Thika,Yes,1,3377429,Medium
CL0768,34,Female,11,Nissan Note,2021,Commercial,10589,Nakuru,No,0,3863244,Low
CL0769,63,Male,40,Subaru Forester,2019,Commercial,19968,Thika,Yes,1,2075326,Medium
CL0770,52,Female,31,Isuzu NQR,2010,PSV,23269,Nairobi,No,0,2202457,Low
CL0771,42,Male,23,Subaru Impreza,2019,PSV,27369,Mombasa,No,0,1185503,Low
CL0772,21,Male,3,Toyota Hiace,2018,PSV,24719,Eldoret,Yes,4,4199243,High
CL0773,60,Female,36,Subaru Forester,2016,Commercial,37042,Nakuru,No,0,3210864,Low
CL0774,37,Male,16,Isuzu NQR,2007,Personal,20283,Eldoret,Yes,1,1435783,Medium
CL0775,34,Male,10,Mazda Demio,2015,PSV,47952,Nairobi,No,0,3746434,Low
CL0776,30,Male,7,Nissan Note,2018,PSV,44724,Kisumu,No,0,1184494,Low
CL0777,21,Female,1,Toyota Hiace,2020,Personal,14827,Nakuru,Yes,2,4790447,High
CL0778,43,Female,22,Isuzu NQR,2017,PSV,15313,Nairobi,Yes,4,2217534,High
CL0779,60,Female,36,Toyota Hiace,2013,PSV,13558,Nairobi,No,0,2909409,Low
CL0780,61,Female,41,Toyota Premio,2011,Commercial,43769,Nairobi,No,0,1275292,Low
CL0781,52,Male,29,Isuzu NQR,2014,Commercial,37877,Nairobi,Yes,2,689073,High
CL0782,46,Male,22,Toyota Prado,2006,Commercial,47034,Mombasa,Yes,2,4865693,High
CL0783,47,Male,24,Isuzu NQR,2018,Commercial,49531,Eldoret,No,0,1076515,Low
CL0784,23,Female,4,Toyota Prado,2022,PSV,38430,Thika,No,0,3061913,Low
CL0785,54,Male,35,Nissan Note,2010,Commercial,12671,Thika,No,0,1388698,Low
CL0786,59,Female,39,Honda Fit,2015,Personal,40096,Thika,Yes,1,4380323,Medium
CL0787,34,Male,16,Toyota Hiace,2009,Commercial,42247,Eldoret,No,0,3689189,Low
CL0788,18,Female,0,Toyota Premio,2020,Commercial,29190,Mombasa,No,0,1803306,Low
CL0789,59,Male,39,Mazda Demio,2013,Commercial,12123,Kakamega,No,0,3362349,Low
CL0790,66,Male,46,Subaru Forester,2013,Personal,35416,Kakamega,Yes,1,2220444,Medium
CL0791,64,Male,43,Isuzu NQR,2006,PSV,41980,Mombasa,No,0,4652567,Low
CL0792,42,Female,23,Subaru Impreza,2018,PSV,29945,Thika,No,0,1115416,Low
CL0793,47,Female,23,Toyota Vitz,2013,Commercial,43816,Kisumu,Yes,1,4309395,Medium
CL0794,27,Female,7,Subaru Forester,2015,PSV,16548,Nakuru,No,0,4734453,Low
CL0795,34,Male,11,Isuzu NQR,2006,PSV,35553,Kakamega,Yes,2,3968282,High
CL0796,68,Female,49,Subaru Forester,2007,Personal,18378,Kakamega,No,0,2069720,Low
CL0797,64,Female,40,Subaru Forester,2020,Commercial,45113,Nairobi,No,0,2482539,Low
CL0798,21,Male,0,Isuzu NQR,2006,Personal,14922,Mombasa,No,0,1409210,Low
CL0799,25,Female,1,Subaru Impreza,2019,Personal,22205,Kisumu,No,0,1960235,Low
CL0800,60,Male,42,Toyota Vitz,2021,PSV,30855,Eldoret,Yes,3,4361460,High
CL0801,33,Male,12,Subaru Forester,2019,PSV,38747,Eldoret,Yes,3,1433476,High
CL0802,27,Male,3,Toyota Hiace,2017,Commercial,44172,Nakuru,No,0,3509828,Low
CL0803,32,Male,11,Toyota Vitz,2019,Personal,22205,Eldoret,Yes,1,620243,Medium
CL0804,59,Female,37,Nissan Note,2009,Personal,33862,Kisumu,Yes,3,2818620,High
CL0805,53,Female,34,Subaru Forester,2020,Personal,49876,Kakamega,No,0,4169021,Low
CL0806,40,Female,21,Toyota Premio,2017,PSV,28293,Mombasa,Yes,1,768508,Medium
CL0807,69,Male,48,Honda Fit,2019,Commercial,10931,Nakuru,Yes,1,4871272,Medium
CL0808,36,Female,13,Honda Fit,2010,Commercial,32766,Eldoret,No,0,2572723,Low
CL0809,21,Female,2,Toyota Hiace,2022,PSV,38164,Mombasa,No,0,787635,Low
CL0810,28,Male,6,Subaru Forester,2008,Personal,40497,Kakamega,No,0,3611500,Low
CL0811,59,Male,35,Mazda Demio,2011,Personal,14675,Kisumu,Yes,1,3581362,Medium
CL0812,48,Male,28,Toyota Vitz,2006,PSV,30666,Mombasa,No,0,4941971,Low
CL0813,19,Female,0,Subaru Forester,2021,Commercial,48751,Kakamega,No,0,4645295,Low
CL0814,56,Female,34,Toyota Vitz,2015,Commercial,41831,Nairobi,Yes,2,4827552,High
CL0815,21,Male,0,Mazda Demio,2019,Commercial,34881,Kakamega,No,0,1560560,Low
CL0816,45,Female,27,Toyota Vitz,2019,Personal,38635,Kakamega,Yes,1,2423782,Medium
CL0817,41,Female,20,Toyota Vitz,2016,Personal,20770,Eldoret,Yes,1,4602553,Medium
CL0818,67,Male,47,Toyota Prado,2015,PSV,49404,Kakamega,Yes,1,1850850,Medium
CL0819,59,Male,39,Toyota Hiace,2021,PSV,28613,Kisumu,No,0,1376336,Low
CL0820,47,Male,26,Toyota Hiace,2010,Personal,46635,Kakamega,Yes,3,4808760,High
CL0821,59,Male,41,Toyota Prado,2017,Commercial,43783,Nakuru,No,0,4728456,Low
CL0822,64,Female,42,Subaru Forester,2020,Commercial,44028,Eldoret,Yes,3,2768693,High
CL0823,60,Male,40,Subaru Forester,2013,Personal,39007,Kakamega,No,0,554745,Low
CL0824,29,Male,11,Toyota Prado,2016,Personal,35097,Nakuru,Yes,1,1002264,Medium
CL0825,37,Female,13,Toyota Vitz,2006,PSV,38992,Nakuru,No,0,4675282,Low
CL0826,41,Male,18,Isuzu NQR,2006,Commercial,36270,Kisumu,No,0,4100952,Low
CL0827,46,Female,22,Subaru Forester,2016,PSV,37236,Kakamega,Yes,1,3546555,Medium
CL0828,56,Male,34,Nissan Note,2014,PSV,29053,Nairobi,No,0,642157,Low
CL0829,41,Female,18,Nissan Note,2006,Commercial,15247,Kakamega,Yes,1,1962603,Medium
CL0830,23,Male,2,Toyota Prado,2017,Personal,23731,Thika,No,0,1686837,Low
CL0831,33,Female,11,Toyota Prado,2008,Commercial,12776,Eldoret,No,0,2990272,Low
CL0832,37,Female,18,Nissan Note,2010,Commercial,18386,Thika,Yes,1,2539660,Medium
CL0833,22,Female,1,Honda Fit,2012,PSV,15581,Eldoret,Yes,3,4624390,High
CL0834,29,Male,11,Subaru Impreza,2017,PSV,28748,Nakuru,Yes,4,4511718,High
CL0835,61,Female,43,Isuzu NQR,2013,PSV,40005,Eldoret,No,0,2341646,Low
CL0836,22,Female,0,Subaru Forester,2012,Personal,32394,Kakamega,No,0,4928622,Low
CL0837,48,Male,28,Toyota Hiace,2021,Commercial,30955,Thika,Yes,3,2969970,High
CL0838,40,Female,18,Subaru Impreza,2007,Commercial,26709,Eldoret,No,0,691896,Low
CL0839,19,Male,0,Honda Fit,2009,Personal,47371,Eldoret,No,0,778104,Low
CL0840,18,Female,0,Isuzu NQR,2016,PSV,17754,Kisumu,No,0,4829454,Low
CL0841,28,Male,6,Subaru Forester,2020,PSV,49522,Kakamega,No,0,3477299,Low
CL0842,18,Female,0,Toyota Premio,2019,Personal,34704,Nairobi,No,0,2046064,Low
CL0843,37,Female,14,Toyota Premio,2012,Personal,44844,Kakamega,No,0,2206930,Low
CL0844,52,Male,30,Toyota Hiace,2016,PSV,17371,Nairobi,No,0,2120179,Low
CL0845,26,Female,2,Toyota Prado,2008,Commercial,26626,Mombasa,No,0,2834482,Low
CL0846,62,Female,42,Nissan Note,2017,PSV,49099,Nairobi,No,0,4318971,Low
CL0847,62,Female,39,Mazda Demio,2015,Personal,20450,Kisumu,No,0,2861331,Low
CL0848,43,Male,23,Toyota Premio,2015,PSV,43691,Thika,Yes,4,618920,High
CL0849,65,Female,41,Toyota Prado,2016,PSV,22254,Thika,Yes,1,1735382,Medium
CL0850,43,Male,24,Subaru Impreza,2015,Personal,29041,Mombasa,Yes,1,856778,Medium
CL0851,23,Female,0,Subaru Impreza,2010,Personal,34489,Nakuru,No,0,2515074,Low
CL0852,69,Male,46,Toyota Vitz,2019,Commercial,10375,Eldoret,No,0,2302502,Low
CL0853,21,Male,3,Toyota Premio,2016,Commercial,17833,Kisumu,No,0,4434053,Low
CL0854,60,Male,40,Honda Fit,2009,Commercial,43367,Mombasa,Yes,2,1700847,High
CL0855,69,Female,46,Subaru Impreza,2008,Personal,19290,Eldoret,No,0,4601599,Low
CL0856,63,Male,44,Subaru Impreza,2015,Personal,40133,Kisumu,No,0,4275702,Low
CL0857,67,Female,46,Mazda Demio,2015,Personal,41086,Eldoret,No,0,4305721,Low
CL0858,46,Male,26,Nissan Note,2005,Personal,37405,Nakuru,No,0,2895682,Low
CL0859,34,Male,14,Subaru Forester,2020,Commercial,28157,Mombasa,No,0,1846652,Low
CL0860,63,Female,45,Isuzu NQR,2010,Commercial,37241,Mombasa,No,0,3498778,Low
CL0861,69,Male,50,Honda Fit,2010,Commercial,21350,Thika,No,0,4356600,Low
CL0862,39,Female,21,Toyota Prado,2022,Personal,41728,Nairobi,Yes,1,4974024,Medium
CL0863,24,Male,2,Subaru Impreza,2022,Commercial,23029,Thika,Yes,1,4716794,Medium
CL0864,18,Female,0,Isuzu NQR,2006,PSV,11539,Kisumu,Yes,1,4055971,Medium
CL0865,43,Male,22,Toyota Prado,2005,PSV,20310,Thika,No,0,2063825,Low
CL0866,52,Male,30,Toyota Prado,2008,Commercial,18947,Nakuru,No,0,3323978,Low
CL0867,31,Female,13,Toyota Premio,2022,Commercial,10507,Kisumu,No,0,4328239,Low
CL0868,48,Male,27,Toyota Vitz,2009,Commercial,23840,Nakuru,No,0,1470278,Low
CL0869,43,Male,19,Honda Fit,2013,PSV,46483,Thika,Yes,1,966589,Medium
CL0870,19,Male,0,Toyota Prado,2016,PSV,49133,Eldoret,No,0,2299971,Low
CL0871,24,Male,2,Toyota Prado,2005,PSV,20073,Thika,Yes,1,1518454,Medium
CL0872,23,Male,0,Toyota Vitz,2016,Personal,19927,Kisumu,No,0,4378551,Low
CL0873,54,Female,35,Nissan Note,2009,PSV,12080,Kakamega,No,0,3520745,Low
CL0874,47,Female,27,Isuzu NQR,2011,Commercial,43672,Thika,Yes,4,4056597,High
CL0875,46,Male,28,Toyota Hiace,2015,Personal,44493,Nairobi,No,0,2228782,Low
CL0876,56,Male,34,Toyota Premio,2016,PSV,34849,Mombasa,No,0,755658,Low
CL0877,55,Male,33,Toyota Premio,2005,PSV,42698,Nakuru,No,0,1251993,Low
CL0878,35,Female,14,Toyota Vitz,2021,PSV,39793,Eldoret,Yes,3,4602748,High
CL0879,61,Female,37,Subaru Impreza,2010,Commercial,36025,Nakuru,No,0,817942,Low
CL0880,33,Male,9,Mazda Demio,2018,Personal,15798,Kisumu,No,0,3330514,Low
CL0881,26,Male,7,Toyota Vitz,2017,Personal,16559,Kakamega,No,0,3227364,Low
CL0882,59,Male,37,Toyota Vitz,2014,PSV,22070,Eldoret,Yes,2,3769497,High
CL0883,64,Male,44,Mazda Demio,2014,Commercial,45163,Eldoret,No,0,590140,Low
CL0884,23,Male,2,Toyota Premio,2019,Personal,46133,Nairobi,No,0,4246962,Low
CL0885,25,Female,1,Subaru Impreza,2019,PSV,32403,Nakuru,Yes,4,2298594,High
CL0886,33,Male,11,Mazda Demio,2007,Commercial,16477,Thika,Yes,4,3964524,High
CL0887,32,Male,8,Subaru Impreza,2010,Personal,29880,Thika,No,0,2304053,Low
CL0888,54,Male,33,Toyota Premio,2005,Personal,45081,Eldoret,No,0,3327754,Low
CL0889,25,Female,7,Toyota Vitz,2022,Commercial,42088,Kakamega,No,0,1517497,Low
CL0890,31,Female,13,Nissan Note,2008,PSV,12936,Mombasa,No,0,2699318,Low
CL0891,64,Female,42,Subaru Impreza,2015,Personal,37672,Kisumu,No,0,1863133,Low
CL0892,31,Female,10,Mazda Demio,2022,Commercial,38091,Nairobi,Yes,4,2701016,High
CL0893,49,Female,25,Subaru Forester,2013,Commercial,40951,Nairobi,Yes,2,3202303,High
CL0894,21,Female,0,Toyota Hiace,2006,Commercial,12031,Kisumu,No,0,4820153,Low
CL0895,33,Male,9,Toyota Hiace,2017,Commercial,13340,Mombasa,Yes,1,1331635,Medium
CL0896,64,Female,45,Nissan Note,2006,PSV,30425,Kakamega,Yes,4,731414,High
CL0897,29,Male,5,Subaru Forester,2017,Commercial,39809,Thika,Yes,1,3902862,Medium
CL0898,28,Male,8,Toyota Prado,2007,Commercial,19190,Nakuru,No,0,2373204,Low
CL0899,31,Male,8,Toyota Premio,2017,Personal,19643,Mombasa,No,0,4344328,Low
CL0900,60,Male,36,Toyota Hiace,2022,PSV,30918,Eldoret,No,0,882811,Low
CL0901,50,Male,30,Nissan Note,2021,Personal,24745,Nakuru,No,0,3335623,Low
CL0902,30,Female,7,Toyota Prado,2020,PSV,33067,Mombasa,Yes,4,1347405,High
CL0903,39,Female,17,Isuzu NQR,2012,PSV,38756,Kakamega,Yes,1,4288264,Medium
CL0904,40,Male,20,Subaru Forester,2015,PSV,47782,Nairobi,No,0,2172349,Low
CL0905,35,Male,11,Nissan Note,2019,Personal,29680,Kakamega,Yes,1,4952664,Medium
CL0906,44,Male,22,Honda Fit,2016,Personal,48353,Eldoret,No,0,3911031,Low
CL0907,57,Female,37,Mazda Demio,2014,PSV,31638,Nairobi,Yes,4,4433233,High
CL0908,23,Female,3,Toyota Premio,2013,PSV,14340,Mombasa,No,0,4729228,Low
CL0909,38,Female,19,Subaru Forester,2012,PSV,12159,Thika,Yes,1,2087542,Medium
CL0910,45,Male,27,Toyota Hiace,2013,PSV,40232,Nakuru,Yes,3,3445081,High
CL0911,28,Female,10,Toyota Prado,2010,Commercial,10901,Nakuru,Yes,1,2685132,Medium
CL0912,19,Male,0,Nissan Note,2007,Personal,27632,Eldoret,No,0,3428785,Low
CL0913,69,Male,47,Toyota Prado,2017,Commercial,32499,Kisumu,Yes,3,1126840,High
CL0914,60,Male,41,Isuzu NQR,2020,Personal,36337,Kakamega,No,0,565756,Low
CL0915,36,Female,18,Mazda Demio,2020,Personal,17349,Mombasa,Yes,1,4503314,Medium
CL0916,59,Male,39,Honda Fit,2005,PSV,28255,Nairobi,No,0,3778262,Low
CL0917,42,Male,20,Mazda Demio,2017,Personal,44836,Nairobi,Yes,2,3585945,High
CL0918,65,Male,45,Toyota Vitz,2011,PSV,24622,Thika,No,0,2644797,Low
CL0919,35,Female,14,Toyota Hiace,2013,Commercial,40734,Nairobi,No,0,3646243,Low
CL0920,26,Male,4,Toyota Vitz,2013,Personal,16297,Thika,Yes,4,2100720,High
CL0921,69,Female,47,Subaru Impreza,2009,Commercial,10787,Nakuru,No,0,4442033,Low
CL0922,46,Male,24,Honda Fit,2008,Commercial,15033,Mombasa,Yes,4,980350,High
CL0923,65,Male,41,Mazda Demio,2018,PSV,25103,Kakamega,Yes,4,4371240,High
CL0924,52,Female,30,Honda Fit,2014,Commercial,22940,Kakamega,No,0,3872105,Low
CL0925,26,Female,5,Isuzu NQR,2011,PSV,37777,Kisumu,No,0,3901461,Low
CL0926,40,Male,16,Subaru Impreza,2012,Personal,23798,Mombasa,No,0,4580790,Low
CL0927,43,Male,23,Nissan Note,2009,Personal,30470,Mombasa,No,0,4711422,Low
CL0928,67,Female,46,Toyota Hiace,2016,PSV,41926,Eldoret,No,0,4010764,Low
CL0929,30,Male,11,Toyota Vitz,2011,PSV,10731,Kakamega,No,0,2860901,Low
CL0930,52,Male,33,Toyota Hiace,2015,PSV,12933,Eldoret,No,0,3791987,Low
CL0931,36,Female,13,Subaru Impreza,2019,Personal,29773,Mombasa,No,0,1290671,Low
CL0932,58,Female,37,Subaru Forester,2019,Personal,11515,Mombasa,No,0,2694358,Low
CL0933,31,Female,13,Nissan Note,2010,Personal,41186,Thika,Yes,4,4196944,High
CL0934,57,Male,37,Isuzu NQR,2012,PSV,46561,Nakuru,No,0,2803707,Low
CL0935,36,Male,17,Mazda Demio,2021,PSV,38350,Kakamega,No,0,2320844,Low
CL0936,44,Male,25,Toyota Premio,2006,PSV,16691,Kakamega,No,0,1405112,Low
CL0937,35,Female,11,Toyota Vitz,2010,Commercial,29581,Nakuru,No,0,4957910,Low
CL0938,41,Male,21,Subaru Impreza,2006,PSV,23386,Nairobi,Yes,4,886213,High
CL0939,43,Male,21,Subaru Impreza,2011,Personal,14922,Nairobi,No,0,1178066,Low
CL0940,49,Male,26,Nissan Note,2011,Personal,25240,Kakamega,No,0,1509260,Low
CL0941,25,Female,2,Isuzu NQR,2008,Commercial,30213,Thika,Yes,4,2669068,High
CL0942,18,Male,0,Subaru Forester,2020,Commercial,41973,Kisumu,No,0,1623270,Low
CL0943,58,Male,38,Toyota Premio,2015,Personal,48185,Mombasa,No,0,850068,Low
CL0944,53,Female,31,Nissan Note,2013,Personal,26766,Kakamega,No,0,3238384,Low
CL0945,22,Female,2,Subaru Impreza,2019,Personal,48333,Eldoret,No,0,4637075,Low
CL0946,65,Male,43,Nissan Note,2021,Commercial,48737,Eldoret,Yes,4,1881710,High
CL0947,32,Female,13,Toyota Hiace,2008,Personal,34327,Eldoret,No,0,3699362,Low
CL0948,30,Female,12,Nissan Note,2006,PSV,43751,Mombasa,No,0,4912903,Low
CL0949,49,Male,26,Mazda Demio,2021,PSV,33308,Eldoret,Yes,1,1444461,Medium
CL0950,51,Male,32,Toyota Premio,2011,Commercial,15596,Nakuru,No,0,778518,Low
CL0951,42,Male,19,Mazda Demio,2018,PSV,24645,Eldoret,No,0,906884,Low
CL0952,47,Female,25,Toyota Premio,2007,Personal,38132,Kisumu,No,0,1829785,Low
CL0953,60,Female,42,Nissan Note,2020,PSV,46993,Mombasa,Yes,1,3258566,Medium
CL0954,23,Male,5,Toyota Vitz,2011,Personal,32852,Eldoret,Yes,4,3805107,High
CL0955,58,Female,36,Toyota Hiace,2012,Commercial,36312,Kakamega,No,0,3619812,Low
CL0956,19,Female,1,Isuzu NQR,2015,Commercial,45427,Nakuru,Yes,1,1055839,Medium
CL0957,51,Female,27,Honda Fit,2010,PSV,45693,Mombasa,No,0,1051238,Low
